Dataset;#TrainingRelease;%training;%Defective in training;%Defective in testing;Classifier;Feature Selection;Balancing;Sensitivity;TP;FP;TN;FN;Precision;Recall;AUC;Kappa
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;No;No;688;20;257;13;0.97;0.98;0.98;0.92
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;No;Sensitive Threshold;366;4;273;335;0.99;0.52;0.75;0.37
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;No;Sensitive Learning;580;6;271;121;0.99;0.83;0.98;0.72
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;oversampling;No;625;11;266;76;0.98;0.89;0.98;0.8
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;oversampling;Sensitive Threshold;345;3;274;356;0.99;0.49;0.74;0.35
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;oversampling;Sensitive Learning;589;12;265;112;0.98;0.84;0.98;0.72
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;undersampling;No;626;15;262;75;0.98;0.89;0.98;0.79
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;undersampling;Sensitive Threshold;155;0;277;546;1;0.22;0.61;0.14
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;undersampling;Sensitive Learning;538;12;265;163;0.98;0.77;0.96;0.62
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;SMOTE;No;677;19;258;24;0.97;0.97;0.98;0.89
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;SMOTE;Sensitive Threshold;338;3;274;363;0.99;0.48;0.74;0.34
SYNCOPE;20;51.09;34.87;28.32;Naive Bayes;Best first;SMOTE;Sensitive Learning;554;10;267;147;0.98;0.79;0.97;0.66
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;No;No;1671;234;265;28;0.88;0.98;0.83;0.6
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;No;Sensitive Threshold;584;5;494;1115;0.99;0.34;0.67;0.19
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;No;Sensitive Learning;660;9;490;1039;0.99;0.39;0.79;0.21
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;oversampling;No;817;51;448;882;0.94;0.48;0.82;0.24
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;oversampling;Sensitive Threshold;525;5;494;1174;0.99;0.31;0.65;0.16
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;oversampling;Sensitive Learning;897;93;406;802;0.91;0.53;0.81;0.23
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;undersampling;No;826;85;414;873;0.91;0.49;0.82;0.2
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;undersampling;Sensitive Threshold;464;5;494;1235;0.99;0.27;0.63;0.14
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;undersampling;Sensitive Learning;687;75;424;1012;0.9;0.4;0.77;0.15
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;SMOTE;No;1671;234;265;28;0.88;0.98;0.81;0.6
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;SMOTE;Sensitive Threshold;590;5;494;1109;0.99;0.35;0.67;0.19
SYNCOPE;21;54.16;34.5;22.7;Random Forest;No;SMOTE;Sensitive Learning;624;9;490;1075;0.99;0.37;0.79;0.2
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;No;No;1682;241;258;17;0.87;0.99;0.84;0.6
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;No;Sensitive Threshold;552;7;492;1147;0.99;0.32;0.66;0.17
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;No;Sensitive Learning;607;7;492;1092;0.99;0.36;0.83;0.19
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;oversampling;No;644;14;485;1055;0.98;0.38;0.83;0.2
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;oversampling;Sensitive Threshold;508;7;492;1191;0.99;0.3;0.64;0.16
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;oversampling;Sensitive Learning;1643;241;258;56;0.87;0.97;0.83;0.56
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;undersampling;No;1654;239;260;45;0.87;0.97;0.84;0.57
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;undersampling;Sensitive Threshold;479;7;492;1220;0.99;0.28;0.63;0.14
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;undersampling;Sensitive Learning;1643;253;246;56;0.87;0.97;0.81;0.53
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;SMOTE;No;1671;241;258;28;0.87;0.98;0.84;0.59
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;SMOTE;Sensitive Threshold;553;7;492;1146;0.99;0.33;0.66;0.17
SYNCOPE;21;54.16;34.5;22.7;Random Forest;Best first;SMOTE;Sensitive Learning;591;10;489;1108;0.98;0.35;0.83;0.18
SYNCOPE;21;54.16;34.5;22.7;IBk;No;No;No;1188;147;352;511;0.89;0.7;0.71;0.32
SYNCOPE;21;54.16;34.5;22.7;IBk;No;No;Sensitive Threshold;1137;146;353;562;0.89;0.67;0.69;0.29
SYNCOPE;21;54.16;34.5;22.7;IBk;No;No;Sensitive Learning;1137;147;352;562;0.89;0.67;0.71;0.29
SYNCOPE;21;54.16;34.5;22.7;IBk;No;oversampling;No;1107;134;365;592;0.89;0.65;0.67;0.29
SYNCOPE;21;54.16;34.5;22.7;IBk;No;oversampling;Sensitive Threshold;1077;134;365;622;0.89;0.63;0.68;0.27
SYNCOPE;21;54.16;34.5;22.7;IBk;No;oversampling;Sensitive Learning;1025;130;369;674;0.89;0.6;0.69;0.25
SYNCOPE;21;54.16;34.5;22.7;IBk;No;undersampling;No;1044;132;367;655;0.89;0.61;0.68;0.26
SYNCOPE;21;54.16;34.5;22.7;IBk;No;undersampling;Sensitive Threshold;1011;131;368;688;0.89;0.6;0.67;0.24
SYNCOPE;21;54.16;34.5;22.7;IBk;No;undersampling;Sensitive Learning;871;112;387;828;0.89;0.51;0.65;0.19
SYNCOPE;21;54.16;34.5;22.7;IBk;No;SMOTE;No;1202;156;343;497;0.89;0.71;0.72;0.32
SYNCOPE;21;54.16;34.5;22.7;IBk;No;SMOTE;Sensitive Threshold;1164;156;343;535;0.88;0.69;0.69;0.29
SYNCOPE;21;54.16;34.5;22.7;IBk;No;SMOTE;Sensitive Learning;1150;128;371;549;0.9;0.68;0.73;0.32
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;No;No;1681;241;258;18;0.87;0.99;0.83;0.6
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;No;Sensitive Threshold;550;7;492;1149;0.99;0.32;0.65;0.17
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;No;Sensitive Learning;613;7;492;1086;0.99;0.36;0.83;0.2
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;oversampling;No;643;12;487;1056;0.98;0.38;0.83;0.2
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;oversampling;Sensitive Threshold;520;7;492;1179;0.99;0.31;0.65;0.16
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;oversampling;Sensitive Learning;607;12;487;1092;0.98;0.36;0.83;0.19
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;undersampling;No;645;12;487;1054;0.98;0.38;0.84;0.2
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;undersampling;Sensitive Threshold;510;7;492;1189;0.99;0.3;0.64;0.16
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;undersampling;Sensitive Learning;566;10;489;1133;0.98;0.33;0.81;0.17
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;SMOTE;No;1670;241;258;29;0.87;0.98;0.84;0.59
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;SMOTE;Sensitive Threshold;537;7;492;1162;0.99;0.32;0.65;0.17
SYNCOPE;21;54.16;34.5;22.7;IBk;Best first;SMOTE;Sensitive Learning;586;10;489;1113;0.98;0.34;0.83;0.18
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;No;No;1347;349;150;352;0.79;0.79;0.75;0.09
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;No;Sensitive Threshold;1004;81;418;695;0.93;0.59;0.71;0.3
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;No;Sensitive Learning;1312;149;350;387;0.9;0.77;0.76;0.41
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;oversampling;No;1373;207;292;326;0.87;0.81;0.76;0.36
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;oversampling;Sensitive Threshold;990;79;420;709;0.93;0.58;0.71;0.29
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;oversampling;Sensitive Learning;1412;182;317;287;0.89;0.83;0.81;0.43
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;undersampling;No;1388;203;296;311;0.87;0.82;0.79;0.38
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;undersampling;Sensitive Threshold;1008;32;467;691;0.97;0.59;0.76;0.36
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;undersampling;Sensitive Learning;1370;384;115;329;0.78;0.81;0.72;0.04
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;SMOTE;No;1338;219;280;361;0.86;0.79;0.76;0.32
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;SMOTE;Sensitive Threshold;873;56;443;826;0.94;0.51;0.7;0.26
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;No;SMOTE;Sensitive Learning;1303;160;339;396;0.89;0.77;0.77;0.38
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;No;No;1690;243;256;9;0.87;0.99;0.84;0.61
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;No;Sensitive Threshold;418;5;494;1281;0.99;0.25;0.62;0.12
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;No;Sensitive Learning;583;7;492;1116;0.99;0.34;0.83;0.18
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;oversampling;No;643;12;487;1056;0.98;0.38;0.83;0.2
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;oversampling;Sensitive Threshold;374;3;496;1325;0.99;0.22;0.61;0.11
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;oversampling;Sensitive Learning;607;12;487;1092;0.98;0.36;0.83;0.19
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;undersampling;No;645;12;487;1054;0.98;0.38;0.84;0.2
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;undersampling;Sensitive Threshold;200;0;499;1499;1;0.12;0.56;0.06
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;undersampling;Sensitive Learning;566;10;489;1133;0.98;0.33;0.81;0.17
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;SMOTE;No;1677;242;257;22;0.87;0.99;0.84;0.59
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;SMOTE;Sensitive Threshold;354;2;497;1345;0.99;0.21;0.6;0.1
SYNCOPE;21;54.16;34.5;22.7;Naive Bayes;Best first;SMOTE;Sensitive Learning;567;9;490;1132;0.98;0.33;0.82;0.18
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;No;No;1492;1065;259;0;0.58;1;0.94;0.2
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;No;Sensitive Threshold;445;0;1324;1047;1;0.3;0.65;0.29
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;No;Sensitive Learning;1373;181;1143;119;0.88;0.92;0.94;0.79
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;oversampling;No;1468;952;372;24;0.61;0.98;0.93;0.28
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;oversampling;Sensitive Threshold;270;0;1324;1222;1;0.18;0.59;0.17
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;oversampling;Sensitive Learning;1460;947;377;32;0.61;0.98;0.92;0.27
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;undersampling;No;1471;969;355;21;0.6;0.99;0.88;0.26
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;undersampling;Sensitive Threshold;144;0;1324;1348;1;0.1;0.55;0.09
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;undersampling;Sensitive Learning;1482;1284;40;10;0.54;0.99;0.9;0.02
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;SMOTE;No;1445;873;451;47;0.62;0.97;0.95;0.32
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;SMOTE;Sensitive Threshold;76;0;1324;1416;1;0.05;0.53;0.05
SYNCOPE;22;61.06;33.17;47.02;Random Forest;No;SMOTE;Sensitive Learning;1336;66;1258;156;0.95;0.9;0.94;0.84
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;No;No;1478;912;412;14;0.62;0.99;0.94;0.31
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;No;Sensitive Threshold;581;0;1324;911;1;0.39;0.69;0.37
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;No;Sensitive Learning;1218;2;1322;274;1;0.82;0.94;0.81
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;oversampling;No;968;5;1319;524;0.99;0.65;0.86;0.63
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;oversampling;Sensitive Threshold;740;1;1323;752;1;0.5;0.75;0.48
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;oversampling;Sensitive Learning;1447;940;384;45;0.61;0.97;0.83;0.27
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;undersampling;No;1450;905;419;42;0.62;0.97;0.87;0.3
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;undersampling;Sensitive Threshold;494;0;1324;998;1;0.33;0.67;0.32
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;undersampling;Sensitive Learning;1441;1019;305;51;0.59;0.97;0.78;0.2
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;SMOTE;No;1251;6;1318;241;1;0.84;0.94;0.83
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;SMOTE;Sensitive Threshold;541;1;1323;951;1;0.36;0.68;0.35
SYNCOPE;22;61.06;33.17;47.02;Random Forest;Best first;SMOTE;Sensitive Learning;846;2;1322;646;1;0.57;0.85;0.55
SYNCOPE;22;61.06;33.17;47.02;IBk;No;No;No;1423;1168;156;69;0.55;0.95;0.5;0.08
SYNCOPE;22;61.06;33.17;47.02;IBk;No;No;Sensitive Threshold;1402;1142;182;90;0.55;0.94;0.54;0.08
SYNCOPE;22;61.06;33.17;47.02;IBk;No;No;Sensitive Learning;1404;1147;177;88;0.55;0.94;0.5;0.08
SYNCOPE;22;61.06;33.17;47.02;IBk;No;oversampling;No;1421;1180;144;71;0.55;0.95;0.56;0.06
SYNCOPE;22;61.06;33.17;47.02;IBk;No;oversampling;Sensitive Threshold;1412;1167;157;80;0.55;0.95;0.53;0.07
SYNCOPE;22;61.06;33.17;47.02;IBk;No;oversampling;Sensitive Learning;1411;1176;148;81;0.55;0.95;0.39;0.06
SYNCOPE;22;61.06;33.17;47.02;IBk;No;undersampling;No;1402;1127;197;90;0.55;0.94;0.54;0.09
SYNCOPE;22;61.06;33.17;47.02;IBk;No;undersampling;Sensitive Threshold;1388;1112;212;104;0.56;0.93;0.55;0.09
SYNCOPE;22;61.06;33.17;47.02;IBk;No;undersampling;Sensitive Learning;1432;1230;94;60;0.54;0.96;0.6;0.03
SYNCOPE;22;61.06;33.17;47.02;IBk;No;SMOTE;No;1406;1151;173;86;0.55;0.94;0.5;0.08
SYNCOPE;22;61.06;33.17;47.02;IBk;No;SMOTE;Sensitive Threshold;1400;1134;190;92;0.55;0.94;0.54;0.09
SYNCOPE;22;61.06;33.17;47.02;IBk;No;SMOTE;Sensitive Learning;1400;1147;177;92;0.55;0.94;0.53;0.08
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;No;No;1477;912;412;15;0.62;0.99;0.94;0.31
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;No;Sensitive Threshold;1152;0;1324;340;1;0.77;0.89;0.76
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;No;Sensitive Learning;1218;2;1322;274;1;0.82;0.94;0.81
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;oversampling;No;967;4;1320;525;1;0.65;0.86;0.63
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;oversampling;Sensitive Threshold;846;1;1323;646;1;0.57;0.78;0.55
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;oversampling;Sensitive Learning;821;5;1319;671;0.99;0.55;0.83;0.53
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;undersampling;No;957;4;1320;535;1;0.64;0.87;0.62
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;undersampling;Sensitive Threshold;806;0;1324;686;1;0.54;0.77;0.52
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;undersampling;Sensitive Learning;704;6;1318;788;0.99;0.47;0.79;0.45
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;SMOTE;No;1250;6;1318;242;1;0.84;0.94;0.82
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;SMOTE;Sensitive Threshold;1139;0;1324;353;1;0.76;0.88;0.75
SYNCOPE;22;61.06;33.17;47.02;IBk;Best first;SMOTE;Sensitive Learning;842;2;1322;650;1;0.56;0.85;0.55
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;No;No;1396;1189;135;96;0.54;0.94;0.51;0.04
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;No;Sensitive Threshold;1374;1157;167;118;0.54;0.92;0.52;0.05
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;No;Sensitive Learning;1389;1181;143;103;0.54;0.93;0.51;0.04
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;oversampling;No;1389;1186;138;103;0.54;0.93;0.5;0.04
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;oversampling;Sensitive Threshold;1325;1119;205;167;0.54;0.89;0.52;0.04
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;oversampling;Sensitive Learning;1420;1227;97;72;0.54;0.95;0.49;0.03
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;undersampling;No;1403;1201;123;89;0.54;0.94;0.5;0.03
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;undersampling;Sensitive Threshold;1342;1136;188;150;0.54;0.9;0.52;0.04
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;undersampling;Sensitive Learning;1433;1256;68;59;0.53;0.96;0.47;0.01
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;SMOTE;No;1403;1196;128;89;0.54;0.94;0.5;0.04
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;SMOTE;Sensitive Threshold;1345;1134;190;147;0.54;0.9;0.52;0.05
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;No;SMOTE;Sensitive Learning;1395;1186;138;97;0.54;0.93;0.5;0.04
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;No;No;1488;914;410;4;0.62;1;0.95;0.32
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;No;Sensitive Threshold;453;0;1324;1039;1;0.3;0.65;0.29
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;No;Sensitive Learning;1188;1;1323;304;1;0.8;0.92;0.79
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;oversampling;No;967;4;1320;525;1;0.65;0.86;0.63
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;oversampling;Sensitive Threshold;395;0;1324;1097;1;0.26;0.63;0.25
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;oversampling;Sensitive Learning;821;5;1319;671;0.99;0.55;0.83;0.53
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;undersampling;No;957;4;1320;535;1;0.64;0.87;0.62
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;undersampling;Sensitive Threshold;194;0;1324;1298;1;0.13;0.57;0.12
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;undersampling;Sensitive Learning;704;6;1318;788;0.99;0.47;0.78;0.45
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;SMOTE;No;1243;6;1318;249;1;0.83;0.93;0.82
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;SMOTE;Sensitive Threshold;280;0;1324;1212;1;0.19;0.59;0.18
SYNCOPE;22;61.06;33.17;47.02;Naive Bayes;Best first;SMOTE;Sensitive Learning;833;1;1323;659;1;0.56;0.83;0.54
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;No;No;770;1009;279;20;0.43;0.97;0.88;0.15
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;No;Sensitive Threshold;589;12;1276;201;0.98;0.75;0.87;0.77
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;No;Sensitive Learning;661;20;1268;129;0.97;0.84;0.88;0.84
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;oversampling;No;664;529;759;126;0.56;0.84;0.87;0.39
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;oversampling;Sensitive Threshold;569;10;1278;221;0.98;0.72;0.86;0.75
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;oversampling;Sensitive Learning;659;849;439;131;0.44;0.83;0.85;0.15
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;undersampling;No;643;652;636;147;0.5;0.81;0.85;0.27
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;undersampling;Sensitive Threshold;486;9;1279;304;0.98;0.62;0.8;0.66
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;undersampling;Sensitive Learning;615;584;704;175;0.51;0.78;0.82;0.3
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;SMOTE;No;770;1010;278;20;0.43;0.97;0.88;0.15
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;SMOTE;Sensitive Threshold;591;11;1277;199;0.98;0.75;0.87;0.78
SYNCOPE;23;69.89;34.92;61.98;Random Forest;No;SMOTE;Sensitive Learning;610;16;1272;180;0.97;0.77;0.87;0.79
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;No;No;783;1010;278;7;0.44;0.99;0.92;0.17
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;No;Sensitive Threshold;527;5;1283;263;0.99;0.67;0.83;0.71
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;No;Sensitive Learning;612;12;1276;178;0.98;0.77;0.92;0.8
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;oversampling;No;632;14;1274;158;0.98;0.8;0.9;0.82
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;oversampling;Sensitive Threshold;501;6;1282;289;0.99;0.63;0.81;0.68
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;oversampling;Sensitive Learning;745;1021;267;45;0.42;0.94;0.88;0.12
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;undersampling;No;754;1001;287;36;0.43;0.95;0.9;0.14
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;undersampling;Sensitive Threshold;467;5;1283;323;0.99;0.59;0.79;0.64
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;undersampling;Sensitive Learning;747;1034;254;43;0.42;0.95;0.86;0.11
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;SMOTE;No;774;1010;278;16;0.43;0.98;0.91;0.16
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;SMOTE;Sensitive Threshold;548;6;1282;242;0.99;0.69;0.84;0.73
SYNCOPE;23;69.89;34.92;61.98;Random Forest;Best first;SMOTE;Sensitive Learning;583;11;1277;207;0.98;0.74;0.89;0.77
SYNCOPE;23;69.89;34.92;61.98;IBk;No;No;No;728;483;805;62;0.6;0.92;0.78;0.5
SYNCOPE;23;69.89;34.92;61.98;IBk;No;No;Sensitive Threshold;728;416;872;62;0.64;0.92;0.8;0.55
SYNCOPE;23;69.89;34.92;61.98;IBk;No;No;Sensitive Learning;728;426;862;62;0.63;0.92;0.78;0.54
SYNCOPE;23;69.89;34.92;61.98;IBk;No;oversampling;No;675;508;780;115;0.57;0.85;0.75;0.42
SYNCOPE;23;69.89;34.92;61.98;IBk;No;oversampling;Sensitive Threshold;671;454;834;119;0.6;0.85;0.75;0.46
SYNCOPE;23;69.89;34.92;61.98;IBk;No;oversampling;Sensitive Learning;649;419;869;141;0.61;0.82;0.8;0.46
SYNCOPE;23;69.89;34.92;61.98;IBk;No;undersampling;No;677;361;927;113;0.65;0.86;0.8;0.54
SYNCOPE;23;69.89;34.92;61.98;IBk;No;undersampling;Sensitive Threshold;677;315;973;113;0.68;0.86;0.81;0.58
SYNCOPE;23;69.89;34.92;61.98;IBk;No;undersampling;Sensitive Learning;586;326;962;204;0.64;0.74;0.71;0.47
SYNCOPE;23;69.89;34.92;61.98;IBk;No;SMOTE;No;729;479;809;61;0.6;0.92;0.8;0.5
SYNCOPE;23;69.89;34.92;61.98;IBk;No;SMOTE;Sensitive Threshold;729;422;866;61;0.63;0.92;0.8;0.55
SYNCOPE;23;69.89;34.92;61.98;IBk;No;SMOTE;Sensitive Learning;656;412;876;134;0.61;0.83;0.77;0.48
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;No;No;782;1010;278;8;0.44;0.99;0.92;0.17
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;No;Sensitive Threshold;576;7;1281;214;0.99;0.73;0.86;0.76
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;No;Sensitive Learning;607;12;1276;183;0.98;0.77;0.92;0.79
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;oversampling;No;631;14;1274;159;0.98;0.8;0.9;0.82
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;oversampling;Sensitive Threshold;521;5;1283;269;0.99;0.66;0.83;0.7
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;oversampling;Sensitive Learning;597;19;1269;193;0.97;0.76;0.88;0.77
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;undersampling;No;622;12;1276;168;0.98;0.79;0.9;0.81
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;undersampling;Sensitive Threshold;492;6;1282;298;0.99;0.62;0.81;0.67
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;undersampling;Sensitive Learning;554;12;1276;236;0.98;0.7;0.86;0.73
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;SMOTE;No;770;1010;278;20;0.43;0.97;0.91;0.15
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;SMOTE;Sensitive Threshold;594;8;1280;196;0.99;0.75;0.87;0.78
SYNCOPE;23;69.89;34.92;61.98;IBk;Best first;SMOTE;Sensitive Learning;581;11;1277;209;0.98;0.74;0.89;0.76
SYNCOPE;23;69.89;34.92;61.98;Naive Bayes;No;No;No;745;1214;74;45;0.38;0.94;0.85;0
SYNCOPE;23;69.89;34.92;61.98;Naive Bayes;No;No;Sensitive Threshold;705;951;337;85;0.43;0.89;0.58;0.13
SYNCOPE;23;69.89;34.92;61.98;Naive Bayes;No;No;Sensitive Learning;733;1048;240;57;0.41;0.93;0.81;0.09
